"_id","timestamp","device_id","timezone"
182,1588275859956,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
183,1588279459947,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
184,1588283060025,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
185,1588286659978,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
186,1588290259927,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
187,1588293859998,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
188,1588297460014,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
189,1588301059959,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
190,1588304659945,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
191,1588308260028,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
192,1588311859956,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
193,1588315459998,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
194,1588319059915,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
195,1588322659891,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
196,1588326259890,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
197,1588329859852,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
198,1588333459889,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
199,1588337059850,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
200,1588340659882,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
201,1588344259831,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
